Title,Floor,Rooms,Living Space,Images,Country,Locality,PostalCode,Region,Street,Latitude,Longitude,Distance Public Transport,hasGarage,Is Minergie General,Is New Building,Extra cost,Gross cost,Net cost,Purchase cost,Description,Url
"Freie Besichtigung am Freitag, 11.11.2022 von 15:30 bis 16:00 Uhr",,3.5,,"https://media2.homegate.ch/listings/seikx/3002197040/image/f6914601fc0b76c6e9da9bc89463588f.jpg, https://media2.homegate.ch/listings/seikx/3002197040/image/ee00c16b1cfce703040b7be76c33f823.jpg, https://media2.homegate.ch/listings/seikx/3002197040/image/de897e836caf00fb47fa1fa4759a238a.jpg, https://media2.homegate.ch/listings/seikx/3002197040/image/4af8cc455f454c4f821ef15a7cb93aea.jpg",CH,Zürich,8008,ZH,Reinhardstrasse 16,47.3628836,8.5516319,,,,,220,2640,2420,,"Freie Besichtigung am Freitag, 11.11.2022 von 15:30 bis 16:00 UhrPer 16.11.2022 oder nach Vereinbarung vermieten wir diese 3.5-Zimmerwohnung im schönen Zürcher Seefeld. Unweit der Liegenschaft befindet sich die Bus/Tramstation ""Kreuzstrasse"" und von dort aus sind Sie in nur wenigen Fahrminuten im Stadtzentrum.Die Wohnung verfügt über folgende Eigenschaften:Abgeschlossene KücheBadezimmer mit BadewanneWohnzimmer mit Cheminée und Balkon2 SchlafzimmerWohnung verfügt über neuen LaminatbodenEigene Waschküche mit WaschturmKein Lift vorhandenHaben wir Ihr Interesse geweckt? Dann zögern Sie nicht, uns zu kontaktieren.",https://www.homegate.ch/mieten/3002197040
Charmante 1.5-Zimmerwohnung mitten im Seefeld an ruhiger Lage,4,1.5,45,"https://media2.homegate.ch/listings/x580/3002198238/image/573488aec29685357e7004415d53a3cc.jpg, https://media2.homegate.ch/listings/x580/3002198238/image/8a85f7a2f02decf852f479c3d1a9753b.jpg, https://media2.homegate.ch/listings/x580/3002198238/image/46116ca620fddf1c9c7369532c1e582a.jpg, https://media2.homegate.ch/listings/x580/3002198238/image/0ff7d21140012482d61fa86c132bd36e.jpg, https://media2.homegate.ch/listings/x580/3002198238/image/314e2a37f0224497632bcfca60527f93.jpg, https://media2.homegate.ch/listings/x580/3002198238/image/4b8af343bc6120c1210c542b151393d5.jpg, https://media2.homegate.ch/listings/x580/3002198238/image/a8927705bdd94939d23d22388f6a0a4f.jpg, https://media2.homegate.ch/listings/x580/3002198238/image/c1149c99dec60f4525d0db981056bd70.jpg, https://media2.homegate.ch/listings/x580/3002198238/document/5c3b499e39e55136a64e532ab8a60478.pdf",CH,Zürich,8008,ZH,Mainaustrasse 49,47.3612993,8.5526925,100,,,,150,2390,2240,,"Mitten im Seefeld in einer ruhigen Seitenstrasse finden Sie diese schöne, lichtdurchflutete 1.5-Zimmerwohnung. Der grosszügige Wohnbereich ist mit einem edlen Parkettboden ausgestattet. Im Badezimmer und in der Küche sind keramische Platten verlegt. Mehrere Einbauschränke bieten in der Wohnung viel Stauraum. Auf dem Balkon können Sie die Nachmittagssonne und den Blick über die Dächer des Seefelds geniessen. Die Küche ist mit neuen Geräten (Glaskeramik, Geschirrspüler, Kühlschrank) ausgerüstet.Zum Entspannen steht Ihnen im Untergeschoss eine Sauna mit Fitnessgeräten zur Mitbenützung zur Verfügung.Aufgrund der zentralen Lage sind Sie in kürzester Zeit am Bahnhof Stadelhofen und profitieren von attraktiven Restaurants, Bars und Einkaufsmöglichkeiten im Seefeld. Das Gebäude liegt in einer ruhigen Quartierstrasse. In 5min erreichen Sie zu Fuss den wunderschönen Zürichsee.Ein Garagenplatz kann für CHF 290.00 dazu gemietet werden.Sichern Sie sich noch heute die Chance auf diese bezaubernde Wohnung und senden Sie uns das ausgefüllte Anmeldeformular (Word-Dokument anmeldeformular.doc) für eine Besichtigung!",https://www.homegate.ch/mieten/3002198238
Moderne 2.5-Zimmer Wohnung an zentraler Lage in Zürich,5,2.5,,"https://media2.homegate.ch/listings/bru/3002100338/image/dbc16fb70692c129e0bff6498c8b9d7a.jpg, https://media2.homegate.ch/listings/bru/3002100338/image/27d91d00df47937353ee19d29e9438bc.jpg, https://media2.homegate.ch/listings/bru/3002100338/image/b701bb81ce38b0510bfb08450c63cd40.jpg, https://media2.homegate.ch/listings/bru/3002100338/image/9c5bed7219e6413f28d1b577eea1acec.jpg, https://media2.homegate.ch/listings/bru/3002100338/image/2a3f150b67c2e32e65273c2867bc13f9.jpg, https://media2.homegate.ch/listings/bru/3002100338/image/d9a6427d0c110320b2849b035521c5db.jpg, https://media2.homegate.ch/listings/bru/3002100338/image/a1e2371b0115e7af97709cb83a1524af.jpg, https://media2.homegate.ch/listings/bru/3002100338/image/d426e6b96325b380c30642a7f17bb72f.jpg, https://media2.homegate.ch/listings/bru/3002100338/image/712e16f1e5d6da731baf34cb7445c083.jpg, https://media2.homegate.ch/listings/bru/3002100338/image/25046cff271c1ee9cdeb0429c339c0b5.jpg, https://media2.homegate.ch/listings/bru/3002100338/image/5a4b99ed689fdaf007fb29f27a46b4e0.jpg, https://media2.homegate.ch/listings/bru/3002100338/image/642a01c95725e7df23031e5081e98f8b.jpg, https://media2.homegate.ch/listings/bru/3002100338/image/c7e707f2007fc92c469819ec5254ba55.jpg",CH,Zürich,8006,,Beckenhofstrasse 10,47.3831857,8.5418512,,,,,300,3050,2750,,"Unweit vom Hauptbahnhof Zürich vermieten per sofort oder nach Vereinbarung eine moderne 2.5-Zimmerwohnung im 5. Obergeschoss mit Lift. Die Wohnung verfügt über: Offene und helle Küche mit Glaskeramikkochfeld, Geschirrspüler und Kühlschrank mit separatem TiefkühlfachParkettboden im Wohn- und SchlafbereichHelles und geräumiges Wohnzimmer mit CheminéeModernes Badezimmer mit Badewanne, Toilette sowie Waschmaschine und TumblerEinbauschrank im KorridorKleiner ""französischer"" Balkon mit AussichtKellerabteil vorhandenLift vorhandenDie öffentlichen Verkehrsmittel (Tramlinien 11 und 14, Haltestelle Beckenhof) liegen nur einige Schritte von der Liegenschaft entfernt. Haben wir Ihr Interesse geweckt? Dann zögern Sie nicht das Kontaktformular auszufüllen. Wir freuen uns auf Ihre Kontaktaufnahme! Freundliche GrüsseBruppacher Verwaltungs AG",https://www.homegate.ch/mieten/3002100338
4-room Apartment in Kreis 8,3,4,89,"https://media2.homegate.ch/listings/hgonif/3002287493/image/577922feeef4b91b2d9d5325fb6069c0.jpg, https://media2.homegate.ch/listings/hgonif/3002287493/image/5c1f907f5d77fa83d98cfa5688581d79.jpg, https://media2.homegate.ch/listings/hgonif/3002287493/image/4d22558cb75a3fad194cd62fcaeb2a49.jpg, https://media2.homegate.ch/listings/hgonif/3002287493/image/bc0562643dcf5a0207400d56f61564c1.jpg, https://media2.homegate.ch/listings/hgonif/3002287493/image/3a4e0b8732984d0c3a5f0033a5bfb5eb.jpg",CH,Zürich,8008,ZH,Karl-Stauffer-Strasse 3,47.3568671,8.5716977,,,,,270,2690,2420,,"We are leaving our apartment and are looking to hand over our lease from mid-February.The apartment is on the top floor of a well-maintained building with access to the communal garden.There are 2 bedrooms, 1 bathroom, 1 toilet, 1 fully separate kitchen, 1 living room and 1 dining room. The dining and living room are separated by sliding doors, so you can use them as one space or separate them, if you wish.The apartment gets a lot of light from the morning until sunset.There are 2 storage rooms for exclusive use, 1 in the attic and 1 in the basement.Street Parking is available in Blaue Zone.The building does not allow pets.We are looking for new tenants who will take over selected furniture items.(Wardrobe, Couch, High Board, Low Board, Kitchen Furniture)",https://www.homegate.ch/mieten/3002287493
Nachhaltiges und modernes Wohnen an bevorzugter Lage,2,2.5,54,"https://media2.homegate.ch/listings/x449/3002271879/image/87bb86ca47ca2a68732c0415baeaaf18.jpg, https://media2.homegate.ch/listings/x449/3002271879/image/84b7c468fe72b894c49ac98ca65be601.jpg, https://media2.homegate.ch/listings/x449/3002271879/image/9e2ad1a6a8fc16a48e7aba64f8dc20fe.jpg, https://media2.homegate.ch/listings/x449/3002271879/image/101786aec61630fce701b1a1e27497d8.jpg, https://media2.homegate.ch/listings/x449/3002271879/image/3093ab8f66b1a19bc3e152f6f00b0e4d.jpg, https://media2.homegate.ch/listings/x449/3002271879/image/e13f5dba2c52eceaced3e200ad88fbb1.jpg, https://media2.homegate.ch/listings/x449/3002271879/image/e23864d9f92c979f96d63ac97e17f73f.jpg, https://media2.homegate.ch/listings/x449/3002271879/image/bf713d5b8517440cf07be2a84994bb5f.jpg, https://media2.homegate.ch/listings/x449/3002271879/document/ed5493080d50abb7482fc6ea2386e97d.pdf",CH,Zürich,8008,ZH,Russenweg 8,47.3568733,8.5722232,,,,,150,2690,2540,,"In Zürich-Hirslanden vermieten wir per 1. April 2023 eine 2.5-Zimmerwohnung in gehobenem Standard mit einladender Wohnqualität. Ein behaglicher und komfortabler Innenausbau, gut konzipierte Grundrisse, viel Licht und eine nachhaltige Bauweise erwartet Sie. Die attraktive Wohnüberbauung bietet allen - von jung bis alt, Paaren oder Alleinstehenden ein neues Zuhause.Die Überbauung ist sehr zentral gelegen, in unmittelbarer Nähe zum Wald (250 m), zum See (1.5 km) und zum Stadtzentrum (2.5 km). Den Bahnhof Stadelhofen und das Bellevue erreichen Sie vom Russenweg mit Tram oder Forchbahn in 10 Minuten und die Badi Tiefenbrunnen per Velo in gleicher Zeit.Die innovative sowie nachhaltige Wohnung überzeugt durch folgende Annehmlichkeiten:Offener WohnungsgrundrissAngenehme Materialisierung mit einem gegossenen Boden (sandfarbenem Anhydrit) sowie hell lasierten HolzdeckenDie hellen Küchen verfügen über modernste Geräte Moderne Nasszelle mit hochwertigen ArmaturenWaschtrockner in der Wohnung vorhandenFussbodenheizung in der gesamten WohnungGrosszügige Verglasung zum Balkon Dank dem Leichtbau in Holz, Erdwärmesonden und Wärmepumpe für Raumheizung und sommerliche Kühlung sowie einer Photovoltaikanlage auf der Dachfläche erfüllt die Liegenschaft höchste ökologische Anforderungen.Lassen Sie sich überraschen. Wir freuen uns auf Ihre Kontaktaufnahme.",https://www.homegate.ch/mieten/3002271879
2 Zimmer Apartment Nähe Universität und Zentrum Zürich,3,2,30,"https://media2.homegate.ch/listings/x551/3001683589/image/8c85f44ffe303d53f7b177b834676aa4.jpg, https://media2.homegate.ch/listings/x551/3001683589/image/33e00a3504f5907d67faa8ca60839c3e.jpg, https://media2.homegate.ch/listings/x551/3001683589/image/3ec314d404268c3a3fac7dd257eec75e.jpg, https://media2.homegate.ch/listings/x551/3001683589/image/d23d550d695f0a945ad69038bcd1d439.jpg, https://media2.homegate.ch/listings/x551/3001683589/image/36a197045bf3510f1f2eaa522169755d.jpg",CH,Zürich,8006,ZH,Universitätsstrasse 80/82,47.3825599,8.5483786,25,,,,,2950,,,"NEUKUNDEN ANGEBOT- komplett möbliert (kann entfernt werden)- gratis Wi-Fi Internet- alle Nebenkosten inbegriffen (inkl. Strom, Heizkosten, Waschküche, etc.)- Haustiere auf Anfrage- 2 Monatsmieten DepotAngegebener Mietpreis gilt ab einer Mindestmietdauer von 3 Monaten, Kündigungsfrist 30 Tage.***OFFER FOR NEW CUSTOMERS- completely furnished (can be removed)- free Wi-Fi internet access- all additional costs included (incl. electricity, heating costs, shared laundry, etc.)- Pets allowed on request- 2 months depositThe indicated rental price is valid from a minimum rental period of 3 months, notice period 30 days.",https://www.homegate.ch/mieten/3001683589
Mieten ohne Kaution - wunderschöne Wohnung im Herzen von Zürich,1,2,65,"https://media2.homegate.ch/listings/wic/3002269570/image/9216ba1686969ecfc04a76ae15426b06.jpg, https://media2.homegate.ch/listings/wic/3002269570/image/dc5329da51c61512be557b8bdf252f0b.jpg, https://media2.homegate.ch/listings/wic/3002269570/image/03f3feb8041e605b88b64154cf3065a9.jpg, https://media2.homegate.ch/listings/wic/3002269570/image/4e0e6d0f706a928cdb729d301b8a4bcc.jpg, https://media2.homegate.ch/listings/wic/3002269570/image/48b7e2b01b073f221a37eb8d543a2220.jpg",CH,Zürich,8006,ZH,Kronenstr. 25,47.3874071,8.5371917,50,True,,,190,2520,2330,,"Wir vermieten per 01. März 2023 diese schöne 2 Zimmerwohnung in Zürich.- Grosszügige Räume- Offene moderne Küche- Helles Badezimmer/WC- Bodenbeläge Parkett- Terrasse mit Blick ins Grüne- Lift im Haus(Achtung: Die Bilder können von einer anderen Wohnung sein, der Ausbaustandard ist jedoch gleich.)",https://www.homegate.ch/mieten/3002269570
In Gehdistanz zum Central,1,3,75,"https://media2.homegate.ch/listings/wozx/3002291161/image/827905de34866d41b649cffd4dd9f64b.jpg, https://media2.homegate.ch/listings/wozx/3002291161/image/771f6f565fb6c765de203f81f685f4dd.jpg, https://media2.homegate.ch/listings/wozx/3002291161/image/4e8dd3e4f450dc9a0b56160977c90cdf.jpg, https://media2.homegate.ch/listings/wozx/3002291161/image/cb6ec64bf3c80703c6da787024a3b8be.jpg, https://media2.homegate.ch/listings/wozx/3002291161/image/b90f52eb88df633c8f2da67cd456030d.jpg, https://media2.homegate.ch/listings/wozx/3002291161/image/e388ba5c05dcf0402826c61d4ea490a3.jpg, https://media2.homegate.ch/listings/wozx/3002291161/image/6792c28811c53d2d16c29da76482506c.jpg",CH,Zürich,8006,ZH,Sumatrastrasse 1,47.3799585,8.5436502,20,,,,260,2940,2680,,"An ruhiger und doch sehr zentraler Wohnlage vermieten wir eine moderne 3-Zimmerwohnung. Folgender Ausbau erwartet Sie in dieser Wohnung:-Eichenparkettboden-Plattenboden im Korridor, Küche und Badezimmer-Einbauschrank im Korridor-Moderne renovierte Küche mit Geschirrspüler und Glaskeramikherd-Helles Badezimmer mit Badewanne-Waschmaschine und Tumbler im Badezimmer-2 Balkone-Lift-KellerabteilGrosse Garagenbox für 2 Autos kann zur Wohnung dazu gemietet werden.Wir freuen uns, Ihnen diese Wohnung präsentieren zu dürfen.",https://www.homegate.ch/mieten/3002291161
Helle 2-Zimmerwohnung im Kreis 6,3,2,47,"https://media2.homegate.ch/listings/n160/3002254291/image/eb3a84b3ea0f1e3bb512de419e7c1836.jpg, https://media2.homegate.ch/listings/n160/3002254291/image/d7c977e640b9da3c78a4c8b9fbf3ca3d.jpg, https://media2.homegate.ch/listings/n160/3002254291/image/6f1a55d7ae6a2197cab67d84c0cd9a75.jpg, https://media2.homegate.ch/listings/n160/3002254291/image/e0f6ea20a9191674fec91ae76eee806a.jpg, https://media2.homegate.ch/listings/n160/3002254291/image/6898d49a391aa275af964ccd393eef8a.jpg",CH,Zürich,8006,ZH,Schanzackerstrassse 18,47.3907862,8.5477619,,,,,240,2495,2255,,"Per sofort oder nach Vereinbarung vermieten wir eine 2-Zimmerwohnung (ca. 47 m2) im 3. OG. Die Wohnung beinhaltet:- eine offene Küche und einen Glaskeramikherd- eigene WM/TU- Böden Keramik/Parkett- Rollstuhlgängiger Lift bis in die Einstellhalle auf StrassenebeneMietzins CHF 2'495.00 inkl. HK/NK. Ein Parkplatz in der Einstellhalle kann für CHF 190.00 dazu gemietet werden.Langfristiger Mietvertrag wünschenswert.Die kleine heimelige Wohnung befindet sich im Kreis 6 an idealer Lage zwischen den beiden Hochschulen. Ruhiges Villenquartier mit idealen Verkehrsverbindungen: 5 Min. zum Tram, 5 Min. zur Autobahn.Bestens geeignet für Lehrkräfte an den Hochschulen, Paare oder alleinstehende Geschäftsleute. Haben wir Ihr Interesse geweckt? Dann dürfen Sie sich für einen Besichtigungstermin gerne bei uns melden.",https://www.homegate.ch/mieten/3002254291
"Einmalige, stilvolle Studiowohnung an bester Lage!",1,1.5,29,"https://media2.homegate.ch/listings/z962/3002291674/image/a22c169155e69a243bfa832a567885df.jpg, https://media2.homegate.ch/listings/z962/3002291674/image/4035eb1932b7cc69407d4525a5665268.jpg, https://media2.homegate.ch/listings/z962/3002291674/image/9792917fcda9f34451e3e6e0fbf70137.jpg, https://media2.homegate.ch/listings/z962/3002291674/image/19373b7f8e9a27760049c7d70520a856.jpg, https://media2.homegate.ch/listings/z962/3002291674/image/35e30179fabacded56fc56ad37bea5ef.jpg, https://media2.homegate.ch/listings/z962/3002291674/image/5a4bc6752d9444d8131932db3f533d9e.jpg, https://media2.homegate.ch/listings/z962/3002291674/image/e2453b4ed8b06e36fce00e0a5cdbbb7a.jpg, https://media2.homegate.ch/listings/z962/3002291674/image/0d0017b42c824b3f8d74b7b6b9822a9c.jpg",CH,Zürich,8005,ZH,Hafnerstrasse 7,47.3807176,8.5344426,,,,,70,1920,1850,,"An zentralster Lage direkt neben dem Hauptbahnhof vermieten wir eine charmante 1.5-Studiowohnung, welche per 01. April 2023 verfügbar ist.Die Wohnung ist wie folgt ausgestattet:Boden: geölter Eichenparkett in Schlaf- und Wohnzimmer, FischgratWände/Decken: Abrieb + Weissputz, weiss gestrichenHohe Räume mit erhaltenen StuckdeckenModerne, voll ausgestattete Küche: Glaskeramik, Kühlschrank, Backofen und Geschirrspüler / Küchenfront verkleidet mit hellgrauen Holzwerkstoffplatten, hellgrauBadezimmer: Dusche mit Glastrennwand, Lavabo und WC, Boden: Naturfloor Anthrazit lighteigener Waschmaschine/Tumbler im UntergeschossGegensprechanlage mit VideokameraDie Wohnung verfügt zudem über ein Kellerabteil im UG.Die Immobilie befindet sich an einer unvergleichlichen Lage im Herzen von Zürich. Vielreisende und Pendler finden an der Hafnerstrasse 7 traumhafte Zustände vor. So liegt der wichtigste Verkehrsknotenpunkt des Schweizer Bahnverkehrs nur 3 Gehminuten entfernt. Der Zürcher Hauptbahnhof bietet neben den unzähligen inländischen Zugverbindungen auch solche, welche ganz Europa befahren. Zudem wird der Züricher Flughafen in 12 Fahrminuten mit den Öffentlichen Verkehrsmitteln erreicht.Der Zürich HB stellt neben seiner Hauptfunktion als Bahnhof auch ein umfangreiches Einkaufszentrum dar und beherbergt zahlreiche trendige Ladenketten sowie diverse Restaurants und verschiedene Dienstleistungsunternehmungen. Eine weitere Einkaufsmöglichkeit befindet sich unmittelbar auf der gegenüberliegenden Strassenseite. Der Coop Supermarkt ""Zürich Zollstrasse"" überzeugt mit einem umfassenden Angebot. Zudem ist Zürichs berühmteste Strasse und Pulsader, die Bahnhofstrasse, in nur 11 Gehminuten Entfernung gelegen.-> Bei Interesse bitten wir Sie, das Kontaktformular vollständig auszufüllen. Anschliessend erhalten Sie alle Informationen zur Besichtigung. recapital Management AGSeestrasse 41 - 8702 Zollikon",https://www.homegate.ch/mieten/3002291674
Studio Apartment im Zentrum Zürichs,,1,25,"https://media2.homegate.ch/listings/x551/3002171294/image/cc40516da7258773adfe7b6e50e0236f.jpg, https://media2.homegate.ch/listings/x551/3002171294/image/d4274161c8a5e1cb2949945fb0bd5d19.jpg, https://media2.homegate.ch/listings/x551/3002171294/image/06d7e32c471f3ba929173fa968d202f4.jpg",CH,Zürich,8005,ZH,Langstrasse 213,47.3831283,8.530096799999999,10,,,,,2250,,,"- komplett möbliert (kann entfernt werden)- gratis Wi-Fi Internet- alle Nebenkosten inbegriffen (inkl. Strom, Heizkosten, Waschküche, etc.)- Haustiere auf Anfrage- 2 Monatsmieten DepotAngegebener Mietpreis gilt ab einer Mindestmietdauer von 3 Monaten, Kündigungsfrist 30 Tage.***- completely furnished (can be removed)- free Wi-Fi internet access- all additional costs included (incl. electricity, heating costs, shared laundry, etc.)- Pets allowed on request- 2 months depositThe indicated rental price is valid from a minimum rental period of 3 months, notice period 30 days.",https://www.homegate.ch/mieten/3002171294
Mittendrinn und zu Oberst hinaus! 4 -  ZIMMERWOHNUNG AUF 15. ETAGE MIT ATEMBERAUBENDER AUSSICHT,15,4,150,"https://media2.homegate.ch/listings/z333/3002284278/image/8afb85ec583ac688e5a64b2ec6ab6410.jpg, https://media2.homegate.ch/listings/z333/3002284278/image/8f936eb280091c6d486b0a0915cfd09a.jpg, https://media2.homegate.ch/listings/z333/3002284278/image/0f4c17cef5d592774d58d75965080ce1.jpg, https://media2.homegate.ch/listings/z333/3002284278/image/fe4c53284d8b4586a56355eeda0012d2.jpg, https://media2.homegate.ch/listings/z333/3002284278/image/74c15bfa1335a75d0009645c20d2e84d.jpg, https://media2.homegate.ch/listings/z333/3002284278/image/4783382ce8bd9ea6dd07b26eb606a8d0.jpg, https://media2.homegate.ch/listings/z333/3002284278/image/042b296e1b6b5b58d77e5318fc6fcfc3.jpg, https://media2.homegate.ch/listings/z333/3002284278/image/e990b8e2d98c41d03ad072bd88d488e1.jpg",CH,Zürich,8004,ZH,Gustav-Gull-Platz 11,47.37955669999999,8.5318016,,True,,True,,12990,,,"WELCOME TO ZÜRICH SKYLINE! Urbane Architektur & gehobene Palazzo Style Inneneinrichtung für die Liebhaber von Luxus auf höchstem Niveau. Treten Sie ein in Ihre Luxusoase auf 150m2 und geniessen Sie den Komfort einer gehobenen Ausstattung. Diese Wohnung mit atemberaubendem Blick über die Dächer von Zürich ist einzigartig und bietet Ihnen ein einmaliges Wohnerlebnis. Ausführliche Beschreibung: Ein Aufzug führt direkt vor der Wohnung in den 15. Stock. Die moderne offene Küche mit Essbereich lässt keine Wünsche offen. Kulinarische Abende in einem der beiden gemütlichen Wohnbereiche mit traumhaftem Ausblick ausklingen zu lassen, oder einen Apero auf der Loggia zu geniessen, wird Sie inspirieren.Insgesamt gibt es zwei geräumige Schlafzimmer und zwei Bäder. Das Hauptschlafzimmer hat ein Kingsize-Bett, während das zweite Schlafzimmer mit einem Queen-Size-Bett ausgestattet ist.Ihre eigene Waschmaschine und Trockner sind vorhanden. Lage & Umgebung:Der Stadtteil Europaallee ist Hotspot für Menschen, die das Stadtleben lieben. Als beliebter Ort zum Wohnen und Arbeiten, für Kultur und auch Erholung liegt Europaalee voll im Trend. Die Shopping Promenade mit zahlreichen Boutiquen; Cafés du Restaurants und die berühmte Bahnhofstrasse sind einen Steinwurf entfernt. Im Mietpreis inklusive:· Sämtliche Nebenkosten (Wasser, Strom, Heizung) · Komplette Wohnausstattung (von A wie Abwaschtabs bis Z wie Zahnbürstenbecher ist für Sie alles bereits vorhanden)· WiFi-Highspeed-Glasfaser-Internetzugang· Premium Fernseher mit internationalen Kanälen· Grundreinigung alle 2 Wochen· Parkplatz in der TiefgarageIn the middle of it all and above it all!Urban architecture & upscale palazzo style interiors for the lovers of luxury at the highest level. Step into your exclusive oasis on 150m2 and enjoy the comfort of being fully furnished to a high standard. This apartment with a stunning view over the rooftops of Zurich is one of a kind and offers you a unique living experience. Detailed description: An elevator leads directly in front of the apartment to the 15th floor. The modern open kitchen with dining area leaves nothing to be desired. Spending culinary evenings, or enjoying Apéro in one of two cozy living areas with spectacular views, will delight you. In total there are two spacious bedrooms and two bathrooms. The master bedroom has a king-size bed, while the second bedroom has been fitted with queen-size bed.Your own washer/dryer is available in apartment. Location & Surroundings:Europaallee district is hotspot for people who loves city life. As popular place to live and work, for culture and also recreation, Europaallee is very trendy. The shopping promenade with numerous boutiques; cafés and restaurants and the famous Bahnhofstrasse are a stone's throw away. Included in the rent:- All utilities (water, electricity, heating) - Complete furnishing (from A like dishwashing tabs to Z like toothbrush mug, everything is already available for you)- WiFi high-speed fiber-optic internet access- Premium TV with international channels- Basic cleaning every 2 weeks- Parking space in the underground garage",https://www.homegate.ch/mieten/3002284278
